RUN,Nombre,"Apellido P",telefono,"email personal","email  institucional",DEDICACIÓN,CONTRATO,DIURNO,VESPERTINO,SEDE,CARRERA,"GRADO ACADÉMICO",JERARQUÍA,CARGO,ESTAMENTO
13689982,REMUS,LUPIN,789012354,remus.lupin@coldmail.com,remus.lupin@lamejor.com,,"FULL TIME",diurno,vespertino,HOGWARTS,MAGIA,MAGISTER,"ASOCIADO DOCENTE","Profesor por Jornada",
8270690,VINCENT,CRABBE,901234578,vincent.crabbe.piturra@gmall.com,vincent.crabbe.piturra@lamejor.com,,HONORARIO,,vespertino,HOGWARTS,MAGIA,MAGISTER,"ASISTENTE DOCENTE",,
7682646,DUDLEY,DURSLEY,234567894,dudley.dursley.plaza@coldmail.com,dudley.dursley.plaza@lamejor.com,,HONORARIO,,,BEAUXBATON,HECHICERÍA,MAGISTER,"INSTRUCTOR DOCENTE",,
13827502,REMUS,LUPIN,678901243,remus.lupin.barrientos@yeeha.com,remus.lupin.barrientos@lamejor.com,,"FULL TIME",diurno,,HOGWARTS,MAGIA,MAGISTER,"TITULAR DOCENTE","Profesor 1/2 Jornada",
11057406,FILIUS,FLITWICK,456789016,filius.flitwick@coldmail.com,filius.flitwick@lamejor.com,,HONORARIO,diurno,,BEAUXBATON,HECHICERÍA,MAGISTER,"SIN JERARQUIZAR",,
12972527,SEAMUS,FINNIGAN,678901244,seamus.finnigan.contreras@coldmail.com,seamus.finnigan.contreras@lamejor.com,,HONORARIO,diurno,,HOGWARTS,MAGIA,MAGISTER,"ASOCIADO DOCENTE",,
7900381,VIKTOR,KRUM,890123467,viktor.krum.duran@yeeha.com,viktor.krum.duran@lamejor.com,,"FULL TIME",diurno,,HOGWARTS,MAGIA,MAGISTER,"ASOCIADO DOCENTE","Profesor 1/2 Jornada",
12791816,XENOPHILIUS,LOVEGOOD,456789024,xenophilius.lovegood.gonzalez@coldmail.com,xenophilius.lovegood.gonzalez@lamejor.com,,HONORARIO,,vespertino,HOGWARTS,MAGIA,MAGISTER,"ASISTENTE DOCENTE",,
14064936,ANGELINA,JOHNSON,456789013,angelina.johnson.reyes@yeeha.com,angelina.johnson.reyes@lamejor.com,,HONORARIO,diurno,,BEAUXBATON,MAGIA,LICENCIATURA,"SIN JERARQUIZAR",,
7481441,ARTHUR,WEASLEY,789012346,arthur.weasley.diaz@yeeha.com,arthur.weasley.diaz@lamejor.com,,"FULL TIME",diurno,,,,LICENCIATURA,"INSTRUCTOR DOCENTE","Coord. de Clínica ",Académico
21904102,PETUNIA,DURSLEY,890123464,petunia.dursley.jeraldo@gmall.com,petunia.dursley.jeraldo@lamejor.com,,HONORARIO,diurno,vespertino,HOGWARTS,MAGIA,MAGISTER,"ASISTENTE DOCENTE",,
7434992,PADMA,PATIL,456789020,padma.patil.sandoval@coldmail.com,padma.patil.sandoval@lamejor.com,,"FULL TIME",diurno,vespertino,HOGWARTS,MAGIA,MAGISTER,"TITULAR DOCENTE",,
12193904,SILVANUSN.,KETTLEBURN,901234577,silvanus.kettleburn@gmall.com,silvanus.kettleburn@lamejor.com,,HONORARIO,,vespertino,HOGWARTS,MAGIA,MAGISTER,"ASOCIADO DOCENTE",,
14183901,TERRY,BOOT,567890134,terry.boot.diaz@coldmail.com,terry.boot.diaz@lamejor.com,,"FULL TIME",,vespertino,HOGWARTS,MAGIA,MAGISTER,"ASOCIADO DOCENTE","Director Inst. Investigación y Postgra",
13475408,POPPY,POMFREY,234567899,poppy.pomfrey@gmall.com,poppy.pomfrey@lamejor.com,,"FULL TIME",,vespertino,HOGWARTS,MAGIA,LICENCIATURA,"TITULAR DOCENTE","Profesor por Jornada",
20638852,SIRIUS,BLACK,234567901,sirius.black.esquivel@coldmail.com,sirius.black.esquivel@lamejor.com,,"FULL TIME",diurno,,HOGWARTS,MAGIA,MAGISTER,"ASOCIADA REGULAR","Director (a) Centro de Sol. Colab.de C",
12758128,ARGUS,FILCH,678901235,argus.filch@gmall.com,argus.filch@lamejor.com,,HONORARIO,diurno,,BEAUXBATON,,"DOCTOR ","ASISTENTE DOCENTE",,
24009027,NEVILLE,LONGBOTTOM,234567898,neville.longbottom.valenzuela@gmall.com,neville.longbottom.valenzuela@lamejor.com,,HONORARIO,diurno,vespertino,HOGWARTS,MAGIA,MAGISTER,"INSTRUCTOR DOCENTE",,
16901248,HERMIONE,GRANGER,890123461,hermione.granger.benavides@coldmail.com,hermione.granger.benavides@lamejor.com,,HONORARIO,diurno,,BEAUXBATON," HECHICERÍA",DOCTOR,"ASOCIADA DOCENTE",,
21713351,CORMAC,MCLAGGEN,890123458,cormac.mclaggen@valenzuela.com,cormac.mclaggen@lamejor,,HONORARIO,diurno,,,,MAGISTER,"ASISTENTE DOCENTE",,
15155275,PANSY,PARKINSON,567890131,pansy.parkinson.larroucau@coldmail.com,pansy.parkinson.larroucau@lamejor.com,,"FULL TIME",,vespertino,HOGWARTS,MAGIA,MAGISTER,"INSTRUCTOR DOCENTE",,
9909814,HANNAH,ABBOTT,567890128,hannah.abbott@viana.com,hannah.abbott@@lamejor,,HONORARIO,,,BEAUXBATON,HECHICERÍA,MAGISTER,"INSTRUCTOR DOCENTE",,
10778699,LAMAS,BELLA,,lamas.bella.delmundo@yeeha.com,lamas.bella.delmundo@lamejor.com,120.0,"DOUBLE  TIME",diurno,vespertino,TODAS,HECHICERÍA,MAGISTER,"ASISTENTE DOCENTE",VICEDECANA,Académico
24496460,PARVATI,PATIL,678901242,parvati.patil.pardo@yeeha.com,parvati.patil.pardo@lamejor.com,,HONORARIO,diurno,vespertino,HOGWARTS,MAGIA,LICENCIATURA,"ASOCIADO DOCENTE",,
19465195,THEODORE,NOTT,678901245,theodore.nott.plaza@gmall.com,theodore.nott.plaza@lamejor.com,,HONORARIO,diurno,,HOGWARTS,MAGIA,LICENCIATURA,"INSTRUCTOR DOCENTE",,
19525663,SUSAN,BONES,345678912,susan.bones@poncedeleon.com,susan.bones@@lamejor,,HONORARIO,diurno,vespertino,HOGWARTS,MAGIA,MAGISTER,"ASISTENTE DOCENTE",,
13567862,DEAN,THOMAS,456789015,dean.thomas.basaez@yeeha.com,dean.thomas.basaez@lamejor.com,,HONORARIO,diurno,,,,MAGISTER,"INSTRUCTOR DOCENTE",,
20537459,ALASTOR,MOODY,678901234,alastor.moody.munita@coldmail.com,alastor.moody.munita@lamejor.com,,HONORARIO,diurno,,,,MAGISTER,"INSTRUCTOR DOCENTE","Profesor por Jornada",
20811745,WILHELMINAN.,GRUBBLY-PLANK,345678913,wilhelmina.grubblyplank@gmall.com,wilhelmina.grubblyplank@lamejor.com,,HONORARIO,diurno,,HOGWARTS,MAGIA,MAGISTER,"ASISTENTE DOCENTE",,
23116742,DOLORES,UMBRIDGE,789012348,dolores.umbridge.baquerizo@coldmail.com,dolores.umbridge.baquerizo@lamejor.com,,HONORARIO,diurno,,,,LICENCIATURA,"INSTRUCTOR DOCENTE",,
17754798,DRACO,MALFOY,901234570,draco.malfoy.yanez@gmall.com,draco.malfoy.yanez@lamejor.com,,HONORARIO,diurno,,,,MAGISTER,"ASOCIADA DOCENTE",,
10693674,PERCY,WEASLEY,789012353,percy.weasley.silva@coldmail.com,percy.weasley.silva@lamejor.com,,HONORARIO,diurno,vespertino,HOGWARTS,MAGIA,LICENCIATURA,"TITULAR DOCENTE",,
9017415,ALBUS,DUMBLEDORE,890123456,albus.dumbledore@coldmail.com,albus.dumbledore@lamejor.com,,"FULL TIME",diurno,,,,DOCTOR,"ASISTENTE DOCENTE","Director(a) Carrera",
12949268,MOLLY,WEASLEY,890123463,molly.weasley.robles@gmall.com,molly.weasley.robles@lamejor.com,,"FULL TIME",diurno,vespertino,HOGWARTS,MAGIA,BACHILLER,"ASOCIADO REGULAR","Secretario(a) Estudios",
19609585,ANTHONY,GOLDSTEIN,567890124,anthony.goldstein.contreras@gmall.com,anthony.goldstein.contreras@lamejor.com,,HONORARIO,diurno,,,,"MAGISTER ","ASOCIADA DOCENTE",,
23184735,SEVERUS,SNAPE,890123466,severus.snape@yeeha.com,severus.snape@lamejor.com,,"FULL TIME",diurno,vespertino,HOGWARTS,MAGIA,MAGISTER,"ASISTENTE DOCENTE","Director (a) Formación Cont. y Postgra",
19406721,SYBILL,TRELAWNEY,456789023,sybill.trelawney@gmall.com,sybill.trelawney@lamejor.com,,HONORARIO,diurno,,HOGWARTS,MAGIA,MAGISTER,"ASISTENTE DOCENTE",,
24719317,LUCIUS,MALFOY,345678908,lucius.malfoy.aguilera@yeeha.com,lucius.malfoy.aguilera@lamejor.com,,HONORARIO,diurno,,HOGWARTS,MAGIA,MAGISTER,"ASISTENTE DOCENTE",,
23156352,OLIVER,WOOD,345678909,oliver.wood.fuentes@gmall.com,oliver.wood.fuentes@lamejor.com,,"FULL TIME",diurno,vespertino,HOGWARTS,MAGIA,MAGISTER,"ASOCIADO DOCENTE","Profesor por Jornada",
21982013,ROWENA,RAVENCLAW,234567900,rowena.ravenclaw.vargas@gmall.com,rowena.ravenclaw.vargas@lamejor.com,,HONORARIO,,vespertino,HOGWARTS,MAGIA,MAGISTER,"ASISTENTE DOCENTE",,
25090138,LILY,POTTER,234567897,lily.potter.aspillaga@coldmail.com,lily.potter.aspillaga@lamejor.com,,HONORARIO,diurno,vespertino,HOGWARTS,MAGIA,MAGISTER,"TITULAR DOCENTE",Profesor,
16563364,ZACHARIAS,SMITH,567890135,zacharias.smith@yeeha.com,zacharias.smith@lamejor.com,,HONORARIO,diurno,,HOGWARTS,MAGIA,MAGISTER,"INSTRUCTOR DOCENTE",,
18231420,DAVID,YATES,345678910,,,,HONORARIO,diurno,,HOGWARTS,MAGIA,MAGISTER,"INSTRUCTOR DOCENTE",,
22630533,ALECTO,CARROW,901234567,alecto.carrow@gmall.com,alecto.carrow@lamejor.com,,HONORARIO,diurno,,,,LICENCIATURA,"ASISTENTE DOCENTE",,
20454143,CEDRIC,DIGGORY,456789014,cedric.diggory.diaz@yeeha.com,cedric.diggory.diaz@lamejor.com,,HONORARIO,diurno,,,,MAGISTER,"INSTRUCTOR DOCENTE",,
16185180,MICHAEL,CORNER,678901241,michael.corner.vargas@yeeha.com,michael.corner.vargas@lamejor.com,,"FULL TIME",diurno,vespertino,HOGWARTS,MAGIA,MAGISTER,"ASOCIADO DOCENTE","Director(a) Carrera",
10300778,RUBEUS,HAGRID,345678911,rubeus.hagrid@yeeha.com,rubeus.hagrid@lamejor.com,,HONORARIO,diurno,vespertino,HOGWARTS,MAGIA,MAGISTER,"TITULAR DOCENTE",,
11822639,SALAZAR,SLYTHERIN,567890133,salazar.slytherin.avila@yeeha.com,salazar.slytherin.avila@lamejor.com,,HONORARIO,,vespertino,HOGWARTS,MAGIA,MAGISTER,"ASOCIADO DOCENTE",,
